domain,owner,org_type,certified_date,cert_level,detail_url
dichvucong.hanoi.gov.vn,Sở Thông tin và Truyền thông Hà Nội,Chính phủ Việt Nam,26/04/2025,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvuconghanoigovvn-1745641632
dichvucong.hatinh.gov.vn,Cổng Dịch vụ công tỉnh Hà Tĩnh,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvucong.hatinh.gov.vn
dichvucong.hochiminhcity.gov.vn,Cổng Dịch vụ công TP Hồ Chí Minh,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvucong.hochiminhcity.gov.vn
dichvucong.ninhbinh.gov.vn,UBND tỉnh Ninh Bình,Hội đồng nhân dân & UBND,23/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvucongninhbinhgovvn-1729500410
dichvucong.quangninh.gov.vn,Sở Thông tin và Truyền thông Quảng Ninh,Chính phủ Việt Nam,26/04/2025,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvucongquangninhgovvn-1745642034
dichvucong.quangtri.gov.vn,Trung tâm Phục vụ hành chính công tỉnh Quảng Trị,Chính phủ Việt Nam,02/01/2025,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvucongquangtrigovvn-1735010528
dichvucong.varans.vn,"Cục An toàn bức xạ và hạt nhân, Bộ  Khoa học và Công nghệ",Chính phủ Việt Nam,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvucongvaransvn-1729744137
dienbien.gov.vn,HĐND & UBND tỉnh Điện Biên,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienbien.gov.vn
dienbiencflit.edu.vn,Trung tâm Ngoại ngữ - Tin học tỉnh Điện Biên,Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienbiencfliteduvn-1732247056
dilinh.lamdong.gov.vn,UBND huyện Di Linh,Hội đồng nhân dân & UBND,16/05/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dilinhlamdonggovvn-1683791079
dinhhoa.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Định Hoá, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhhoakimsonninhbinhgovvn-1719455141
dinhlac.dilinh.lamdong.gov.vn,UBND xã Đinh Lạc huyện Di Linh tỉnh Lâm Đồng,Hội đồng nhân dân & UBND,06/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhlacdilinhlamdonggovvn-1725583774
disanvanhoath.vn,"Sở Văn hóa, Thể thao và Du lịch tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/disanvanhoathvn-1727317474
ditichlamkinh.vn,Ban quản lý  di tích lịch sử Lam Kinh tỉnh Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ditichlamkinhvn-1729133604
dklx.cdhue.edu.vn,Trường Cao đẳng Huế,Tổ chức nhà nước,06/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dklxcdhueeduvn-1733470626
doanthanhnien.vn,Trung ương Đoàn TNCS Hồ Chí Minh,Đoàn Thanh niên CS Hồ Chí Minh,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/doanthanhnien.vn
doluongthunghiem.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/doluongthunghiemquangngaigovvn-1734078158
donghuong.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Đồng Hướng, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donghuongkimsonninhbinhgovvn-1719455262
dongnai.gov.vn,HĐND & UBND tỉnh Đồng Nai,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongnai.gov.vn
dongthanh.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Đông Thành, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongthanhtpninhbinhninhbinhgovvn-1719473043
dongthap.gov.vn,HĐND & UBND tỉnh Đồng Tháp,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongthap.gov.vn
doson.haiphong.gov.vn,Ủy ban nhân dân quận Đồ Sơn,Hội đồng nhân dân & UBND,29/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dosonhaiphonggovvn-1732585182
dran.donduong.lamdong.gov.vn,UBND Thị Trấn DRan - Huyện Đơn Dương,Hội đồng nhân dân & UBND,27/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/drandonduonglamdonggovvn-1724659486
dti.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dtiquangngaigovvn-1688609268
dti.vksndtc.gov.vn,Viện kiểm sát nhân dân tối cao,Viện Kiểm sát nhân dân,14/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dtivksndtcgovvn-1723613350
dulichvn.org.vn,Trung tâm Thông tin du lịch,Tổ chức nhà nước,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dulichvnorgvn-1723449370
dvcnb.vista.gov.vn,Cục thông tin khoa học và công nghệ quốc gia,Hội đồng nhân dân & UBND,31/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dvcnbvistagovvn-1730344663
eahleo.daklak.gov.vn,"Huyện Ea HLeo, tỉnh Đắk Lắk",Hội đồng nhân dân & UBND,08/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/eahleodaklakgovvn-1723019431
endpoint.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/endpointquangngaigovvn-1688609310
eoffice.vss.gov.vn,Bảo hiểm Xã hội Việt Nam,Hội đồng nhân dân & UBND,29/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/eofficevssgovvn-1627444900
festivalhoa.lamdong.gov.vn,Festivalhoa Đà Lạt,Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/festivalhoalamdonggovvn-1730190285
gdnn-gdtxdakto.edu.vn,Trung tâm GDNN - GDTX huyện Đăk Tô,Tổ chức nhà nước,15/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/gdnn-gdtxdaktoeduvn-1728872475
gdt.gov.vn,Tổng cục Thuế,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/gdt.gov.vn
gdtx-tnxp.hochiminhcity.gov.vn,Trung tâm Giáo dục thường xuyên Thanh niên xung phong,Hội đồng nhân dân & UBND,26/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/gdtx-tnxphochiminhcitygovvn-1721892296
gdtxthanhnienxungphong.hcm.edu.vn,Trung tâm Giáo dục thường xuyên Thanh niên xung phong,Tổ chức nhà nước,26/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/gdtxthanhnienxungphonghcmeduvn-1721892337
giahiep.dilinh.lamdong.gov.vn,UBND xã Gia Hiệp - tỉnh Lâm Đồng,Hội đồng nhân dân & UBND,16/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/giahiepdilinhlamdonggovvn-1711531023
gialai.gov.vn,HĐND & UBND tỉnh Gia Lai,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/gialai.gov.vn
giavan.giavien.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Gia Vân, huyện Gia Viễn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,26/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/giavangiavienninhbinhgovvn-1719281860
gntt.ninhbinh.gov.vn,Sở Thông tin và Truyền thông tỉnh Ninh Bình,Hội đồng nhân dân & UBND,22/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/gnttninhbinhgovvn-1721619917
gso.gov.vn,Tổng cục Thống kê,Chính phủ Việt Nam,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/gsogovvn-1728270073
haiduong.gdt.gov.vn,Cục Thuế tỉnh Hải Dương,Chính phủ Việt Nam,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haiduonggdtgovvn-1728268230
haiduong.gov.vn,HĐND & UBND tỉnh Hải Dương,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haiduong.gov.vn
haiphong.gov.vn,HĐND & UBND TP Hải Phòng,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haiphong.gov.vn
haiphongnews.gov.vn,Sở Ngoại vụ thành phố Hải Phòng,Hội đồng nhân dân & UBND,02/05/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haiphongnewsgovvn-1714098003
hanoi.gov.vn,HĐND & UBND TP Hà Nội,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hanoi.gov.vn
hatinh.gov.vn,HĐND & UBND tỉnh Hà Tĩnh,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hatinh.gov.vn
hoabac.dilinh.lamdong.gov.vn,"UBND xã Hòa Bắc, tỉnh Lâm Đồng",Hội đồng nhân dân & UBND,09/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoabacdilinhlamdonggovvn-1728374792
hoabinh.gov.vn,HĐND & UBND tỉnh Hòa Bình,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoabinh.gov.vn
hoaiduc.hanoi.gov.vn,"UBND huyện Hoài Đức, Hà Nội",Hội đồng nhân dân & UBND,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaiduchanoigovvn-1732682747
hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaluninhbinhgovvn-1719455436
hoatrung.dilinh.lamdong.gov.vn,"UBND xã Hòa Trung, huyện Di Linh, tỉnh Lâm Đồng",Hội đồng nhân dân & UBND,16/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoatrungdilinhlamdonggovvn-1712624562
hochiminhcity.gov.vn,HĐND & UBND TP Hồ Chí Minh,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hochiminhcity.gov.vn
hoilhpn.org.vn,Hội Liên hiệp Phụ nữ Việt Nam,Hội Liên hiệp Phụ nữ Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoilhpn.org.vn
hoininh.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Hồi Ninh, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoininhkimsonninhbinhgovvn-1719454868
hoinongdan.org.vn,Hội Nông dân Việt Nam,Hội Nông dân Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoinongdan.org.vn
hungtien.kimson.ninhbinh.gov.vn,"UBND xã Hùng Tiến, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,18/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hungtienkimsonninhbinhgovvn-1726563782
hungyen.gov.vn,HĐND & UBND tỉnh Hưng Yên,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hungyen.gov.vn
ict.ninhbinh.gov.vn,Trung tâm Công nghệ thông tin và truyền thông tỉnh Ninh Bình,Hội đồng nhân dân & UBND,14/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ictninhbinhgovvn-1718326866
ioffice.dost-dongnai.gov.vn,Sở Khoa học và Công nghệ tỉnh Đồng Nai,Hội đồng nhân dân & UBND,29/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/iofficedost-dongnaigovvn-1721968529
ipvietnam.gov.vn,Cục Sở hữu trí tuệ - Bộ KHCN,Chính phủ Việt Nam,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ipvietnamgovvn-1729738185
kemducphat.com,ĐỨC PHÁT ICE CREAM,Tổ chức nhà nước,05/04/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kemducphatcom-1632123217
khanhcu.yenkhanh.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Khánh Cư, huyện Yên Khánh, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,26/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khanhcuyenkhanhninhbinhgovvn-1719283353
khanhhoa.gov.vn,HĐND & UBND tỉnh Khánh Hòa,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khanhhoa.gov.vn
khanhnhac.yenkhanh.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Khánh Nhạc, huyện Yên Khánh, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khanhnhacyenkhanhninhbinhgovvn-1719457367
khanhthinh.yenmo.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Khánh Thịnh, huyện Yên Mô, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khanhthinhyenmoninhbinhgovvn-1719457123
khanhthuy.yenkhanh.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Khánh Thuỷ, huyện Yên Khánh, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khanhthuyyenkhanhninhbinhgovvn-1719457488
khoahockythuat.ninhbinh.gov.vn,Liên hiệp các hội Khoa học và Kỹ thuật tỉnh Ninh Bình,Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khoahockythuatninhbinhgovvn-1719457954
khoinghiep.daklak.gov.vn,Sở Kế hoạch và Đầu tư tỉnh Đắk Lắk,Hội đồng nhân dân & UBND,02/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khoinghiepdaklakgovvn-1727680762
khoinghiep.lamdong.gov.vn,Sở Khoa học và Công nghệ tỉnh Lâm Đồng,Hội đồng nhân dân & UBND,11/03/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khoinghieplamdonggovvn-1710122537
khuyenhoc.danang.gov.vn,Hội Khuyến học thành phố Đà Nẵng,Hội đồng nhân dân & UBND,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khuyenhocdananggovvn-1721182851
khuyennong.lamdong.gov.vn,Trung tâm Khuyến nông tỉnh Lâm Đồng,Hội đồng nhân dân & UBND,01/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khuyennonglamdonggovvn-1690767662
khuyennong.ninhbinh.gov.vn,"Trung tâm Khuyến nông, khuyến lâm, khuyến ngư Ninh Bình",Hội đồng nhân dân & UBND,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khuyennongninhbinhgovvn-1724814830
khuyennonghanoi.gov.vn,Trung tâm Khuyến nông Hà Nội,Hội đồng nhân dân & UBND,05/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/khuyennonghanoigovvn-1722237889
kiemnghiemthanhhoa.vn,Trung tâm Kiểm nghiệm Thanh Hóa,Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kiemnghiemthanhhoavn-1732249794
kiemsat.vn,Báo Bảo vệ Pháp luật - VKSND Tối cao,Viện Kiểm sát nhân dân,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kiemsat.vn
kiemsatcaobang.vn,Viện kiểm sát nhân dân tỉnh Cao Bằng,Viện Kiểm sát nhân dân,17/02/2025,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kiemsatcaobangvn-1738907496
kiengiang.gov.vn,HĐND & UBND tỉnh Kiên Giang,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kiengiang.gov.vn
kimdinh.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Kim Định, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,29/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimdinhkimsonninhbinhgovvn-1732669303
kimdong.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Kim Đông, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimdongkimsonninhbinhgovvn-1719453664
kimmy.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Kim Mỹ, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimmykimsonninhbinhgovvn-1719453792
kimtan.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Kim Tân, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,29/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimtankimsonninhbinhgovvn-1732668752
kln-bacton.angiang.gov.vn,Ban quản lý Khu lưu niệm Chủ tịch Tôn Đức Thắng,Hội đồng nhân dân & UBND,29/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kln-bactonangianggovvn-1732757419
kntc.thanhhoa.gov.vn,Văn phòng UBND tỉnh Thanh Hóa,Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kntcthanhhoagovvn-1732249614
ksbt.vinhlong.gov.vn,Trung tâm Kiểm soát bệnh tật tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ksbtvinhlonggovvn-1723689069
lacduong.lamdong.dcs.vn,Huyện ủy Lạc Dương tỉnh Lâm Đồng,Đảng Cộng sản Việt Nam,30/05/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lacduonglamdongdcsvn-1684741528
laichau.gov.vn,HĐND & UBND tỉnh Lai Châu,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/laichau.gov.vn
lamdong.dcs.vn,Đảng bộ tỉnh Lâm Đồng,Đảng Cộng sản Việt Nam,15/05/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lamdongdcsvn-1684123384
lamdong.edu.vn,Sở Giáo dục và Đào tạo tỉnh Lâm Đồng,Tổ chức nhà nước,10/05/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lamdongeduvn-1683601402
lamdong.gov.vn,HĐND & UBND tỉnh Lâm Đồng,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lamdong.gov.vn
lamha.lamdong.dcs.vn,"Huyện ủy Lâm Hà, Tỉnh Lâm Đồng",Đảng Cộng sản Việt Nam,02/06/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lamhalamdongdcsvn-1684717706
lamha.lamdong.gov.vn,UBND huyện Lâm Hà tỉnh Lâm Đồng,Hội đồng nhân dân & UBND,16/05/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lamhalamdonggovvn-1683865259
langson.gov.vn,HĐND & UBND tỉnh Lạng Sơn,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/langson.gov.vn
laocai.gov.vn,HĐND & UBND tỉnh Lào Cai,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/laocai.gov.vn
laodong.vn,Báo Lao Động - Tổng Liên đoàn Lao động VN,Công đoàn Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/laodong.vn
lgsp.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lgspquangngaigovvn-1734078101
lmhtxlamdong.org.vn,Liên Minh Hợp Tác Xã tỉnh Lâm Đồng,Tổ chức nhà nước,26/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lmhtxlamdongorgvn-1720882710
longan.gov.vn,HĐND & UBND tỉnh Long An,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/longan.gov.vn
lotusscale.com,Công Ty TNHH Thiết Bị Đo Lường Hoa Sen Vàng,Tổ chức nhà nước,16/02/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lotusscalecom-1676536344
luutrudientu.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luutrudientuquangngaigovvn-1734078133
luutruhanoi.hanoi.gov.vn,Trung tâm Lưu trữ lịch sử Thành phố - Sở Nội Vụ Hà Nội,Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luutruhanoihanoigovvn-1730972422
maihuong.gov.vn,Bệnh viện tâm thần Ban ngày Mai Hương,Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/maihuonggovvn-1730973452
mail.most.gov.vn,Bộ Khoa học và Công nghệ,Chính phủ Việt Nam,24/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mailmostgovvn-1735011649
mail.vietnam.travel,Trung tâm Thông tin du lịch,Tổ chức nhà nước,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mailvietnamtravel-1723449017
mail.vietnamtourism.gov.vn,Trung tâm Thông tin du lịch,Hội đồng nhân dân & UBND,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mailvietnamtourismgovvn-1723449088
mail.vista.gov.vn,Cục thông tin khoa học và công nghệ quốc gia,Hội đồng nhân dân & UBND,31/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mailvistagovvn-1730344543
maps.tourism.com.vn,Trung tâm Thông tin du lịch,Tổ chức nhà nước,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mapstourismcomvn-1723449370
mattran.org.vn,Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam,Mặt trận Tổ quốc Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mattran.org.vn
meinvoice.vn,Công ty Cổ phần MISA,Tổ chức nhà nước,18/01/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/meinvoicevn-1671070936
mgkimdong4.haiphong.edu.vn,Trường Mẫu giáo Kim Đồng IV,Tổ chức nhà nước,09/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mgkimdong4haiphongeduvn-1723104271
mgsaosang2.haiphong.edu.vn,Trường Mầm non Sao Sáng 2,Tổ chức nhà nước,05/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mgsaosang2haiphongeduvn-1720146874
mindmaid.ai,Công ty Cổ phần Công nghệ và Truyền thông AIV Group,Tổ chức nhà nước,09/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mindmaidai-1691547794
misa.vn,Công ty Cổ phần MISA,Tổ chức nhà nước,18/01/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/misavn-1671070836
