domain,owner,category_type,certified_date,cert_level,license_number,status,detail_url
game.kul.vn,CÔNG TY CỔ PHẦN TRỰC TUYẾN CMN VIỆT NAM,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2019-05-20,Giấy phép (ABEI),740/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
game.miu.com.vn,CÔNG TY TNHH MIU,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2021-12-20,Giấy phép (ABEI),198/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
game.mocha.com.vn,CÔNG TY TRUYỀN THÔNG VIETTEL,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2022-07-26,Giấy phép (ABEI),94/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
xgaming.vn,CÔNG TY TRUYỀN THÔNG VIETTEL,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2022-07-26,Giấy phép (ABEI),94/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
game.mocha.com,CÔNG TY TRUYỀN THÔNG VIETTEL,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-01-13,Giấy phép (ABEI),13/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
www.xgaming.vn,CÔNG TY TRUYỀN THÔNG VIETTEL,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-01-13,Giấy phép (ABEI),13/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
game.playfun.vn,CÔNG TY CỔ PHẦN FUNTAP,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-10-14,Giấy phép (ABEI),192/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
game.thanhnien.com.vn,Báo Thanh niên,"Website - Báo, tạp chí điện tử",,Giấy phép (TVPL PDF),,valid,
game.travellet.vn,CÔNG TY CỔ PHẦN TRAVELLET VIỆT NAM,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2025-01-17,Giấy phép (ABEI),53/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
game.tv247.vn,CÔNG TY CỔ PHẦN TRUYỀN THÔNG ĐA PHƯƠNG TIỆN THỦ ĐÔ,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2018-06-20,Giấy phép (ABEI),159/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
game.vn,Công ty Cổ phần M-Mobile,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
game.vnptmoney.vn,TỔNG CÔNG TY TRUYỀN THÔNG (VNPT),"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2023-12-20,Giấy phép (ABEI),219/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
game1vn.vn,CÔNG TY CỔ PHẦN GIẢI TRÍ 357,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2023-08-07,Giấy phép (ABEI),279/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
game24h.vn,CÔNG TY CỔ PHẦN DỊCH VỤ PHÁT TRIỂN NGƯỜI DÙNG MKO,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-06-22,Giấy phép (ABEI),92/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
game365.vn,CÔNG TY CỔ PHẦN CÔNG NGHỆ KỸ THUẬT VTECH,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2023-06-06,Giấy phép (ABEI),975/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
game4u.vn,Công ty Cổ phần M-Mobile,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
game4m.vn,Công ty Cổ phần M-Mobile,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
game4v.vn,Công ty cổ phần Công nghệ Truyền thông UMEDIA,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
game6.vn,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NEMO,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2023-02-13,Giấy phép (ABEI),60/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
gameasy.vn,CÔNG TY CỔ PHẦN VITA GAME,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2023-08-11,Giấy phép (ABEI),126/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gameb.vn,CÔNG TY CỔ PHẦN BLISS,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2019-09-20,Giấy phép (ABEI),1528/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gamebao.vn,CÔNG TY CỔ PHẦN TRÒ CHƠI TRỰC TUYẾN BẢO NINH,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2020-01-09,Giấy phép (ABEI),40/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gamebp.vn,CÔNG TY CỔ PHẦN PHÁT TRIỂN THƯƠNG MAI VÀ DỊCH VỤ BẢO PHÁT,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-09-17,Giấy phép (ABEI),170/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gamehit.vn,CÔNG TY CỔ PHẦN FUNTEK VIỆT NAM,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2022-10-28,Giấy phép (ABEI),144/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gamehub.vn,Công ty Cổ phần Appota,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
gamek.vn,Công ty Cổ phần VCCorp,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
gamelord.vn,CÔNG TY CỔ PHẦN GB TOÀN CẦU,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2019-09-24,Giấy phép (ABEI),178/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gamemart.vn,CÔNG TY CỔ PHẦN GIẢI PHÁP SỐ VISION NETWORK VIỆT NAM,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2021-08-30,Giấy phép (ABEI),1330/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gamemo.vn,CÔNG TY CỔ PHẦN SÁNG TẠO ĐA PHƯƠNG TIỆN SAO KHUÊ,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-11-02,Giấy phép (ABEI),199/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gamen.vn,Công ty Cổ phần Xanh Media,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
gamenho.vn,CÔNG TY TNHH CÔNG NGHỆ TÂN HỒNG HƯNG,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2019-05-02,Giấy phép (ABEI),80/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gameofdragons.vn,CÔNG TY CỔ PHẦN TRỰC TUYẾN CMN VIỆT NAM,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2017-09-01,Giấy phép (ABEI),1476/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gameofvampires.hhgame.vn,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ SỐ HỒNG HÀ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2024-12-23,Giấy phép (ABEI),2249/QĐ-BTTTT,invalid,https://giayphep.abei.gov.vn/
gameportal.com.vn,Trung tâm Đo kiểm Phát thanh truyền hình và Thông tin điện tử,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
gameportal.gov.vn,Trung tâm Đo kiểm Phát thanh truyền hình và Thông tin điện tử,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
www.gameportal.vn,TRUNG TÂM ĐO KIỂM PHÁT THANH TRUYỀN HÌNH VÀ THÔNG TIN ĐIỆN TỬ,GIẤY PHÉP THIẾT LẬP TRANG THÔNG TIN ĐIỆN TỬ TỔNG HỢP,2020-11-11,Giấy phép (ABEI),213/GP-TTĐT,valid,https://giayphep.abei.gov.vn/
www.gameportal.com.vn,TRUNG TÂM ĐO KIỂM PHÁT THANH TRUYỀN HÌNH VÀ THÔNG TIN ĐIỆN TỬ,GIẤY PHÉP THIẾT LẬP TRANG THÔNG TIN ĐIỆN TỬ TỔNG HỢP,2020-11-11,Giấy phép (ABEI),213/GP-TTĐT,valid,https://giayphep.abei.gov.vn/
gameportal.vn,Trung tâm Đo kiểm Phát thanh truyền hình và Thông tin điện tử,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
games.travellet.vn,CÔNG TY CỔ PHẦN TRAVELLET VIỆT NAM,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2023-10-30,Giấy phép (ABEI),2101/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
games360.vn,CÔNG TY CỔ PHẦN VME,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2021-07-21,Giấy phép (ABEI),469/GP-BTTTT,invalid,https://giayphep.abei.gov.vn/
gameshows.com.vn,Công ty TNHH Dịch vụ Viễn thông TMS,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
gameshows.vn,Công ty TNHH Dịch vụ Viễn thông TMS,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
gamesky.vn,Công ty TNHH Giải pháp Công nghệ thông tin và Truyền thông Paris,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
mobiplus.info,Công ty TNHH Giải pháp Công nghệ thông tin và Truyền thông Paris,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
gametp.vn,CÔNG TY CỔ PHẦN TRUYỀN THÔNG THÁI PHÚ,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-07-24,Giấy phép (ABEI),129/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gamettd.net,CÔNG TY CỔ PHẦN PHẦN MỀM VÀ TRUYỀN THÔNG TTD VIỆT NAM,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2020-06-25,Giấy phép (ABEI),97/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gametv.vn,CÔNG TY CỔ PHẦN CÔNG NGHỆ GTV VIỆT NAM ,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2018-04-02,Giấy phép (ABEI),146/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
gametvplus.com,CÔNG TY CỔ PHẦN CÔNG NGHỆ GTV VIỆT NAM,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2020-01-08,Giấy phép (ABEI),36 /QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gamevui.vn,CÔNG TY CỔ PHẦN MẠNG TRỰC TUYẾN META,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2018-07-12,Giấy phép (ABEI),184/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gamify.vn,Công ty Cổ phần Gamify Việt Nam,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
gamify.com.vn,Công ty Cổ phần Gamify Việt Nam,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
www.gamify.com.vn,CÔNG TY CỔ PHẦN GAMIFY VIỆT NAM,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2017-10-02,Giấy phép (ABEI),477/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
gamota.cn,CÔNG TY CỔ PHẦN GAMOTA,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2019-08-07,Giấy phép (ABEI),1250/QĐ-BTTTT,invalid,https://giayphep.abei.gov.vn/
gamota.com,CÔNG TY CỔ PHẦN GAMOTA ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2026-04-10,Giấy phép (ABEI),183/QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gamota.vn,CÔNG TY CỔ PHẦN GAMOTA,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2024-04-23,Giấy phép (ABEI),599/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gamute.vn,CÔNG TY TNHH CÔNG NGHỆ GIẢI TRÍ CHÂU Á,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2023-12-25,Giấy phép (ABEI),2516/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gamz.vn,CÔNG TY CỔ PHẦN CÔNG NGHỆ GAMZ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2025-01-21,Giấy phép (ABEI),93/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gan.tv,Đài Phát Thanh và Truyển Hình tỉnh Long An,MXH - Đài Phát thanh Truyền hình,,Giấy phép (TVPL PDF),,valid,
gapo.vn,CÔNG TY CỔ PHẦN CÔNG NGHỆ GAPO,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2019-07-10,Giấy phép (ABEI),278/GP-BTTTT,invalid,https://giayphep.abei.gov.vn/
garena.vn,CÔNG TY CỔ PHẦN GIẢI TRÍ VÀ THỂ THAO ĐIỆN TỬ VIỆT NAM ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2025-09-04,Giấy phép (ABEI),378/QĐ-PTTH&TTĐT,invalid,https://giayphep.abei.gov.vn/
gate19.vn,Công ty Cổ phần 1.19,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
gautructruyenky.vn,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VISION INVEST,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2025-01-27,Giấy phép (ABEI),54/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gemezz.vn,CÔNG TY TNHH SÁNG TẠO ĐA PHƯƠNG TIỆN,"GIẤY XÁC NHẬN THÔNG BÁO PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G2,G3,G4",2021-06-21,Giấy phép (ABEI),99/GXN-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
genk.vn,Công ty Cổ phần VCCorp,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
genshin.funtap.games,CÔNG TY CỔ PHẦN FUNTAP GAMES,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2026-07-07,Giấy phép (ABEI),401/QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
genshin.playfun.vn,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ SỐ HỒNG HÀ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2023-08-07,Giấy phép (ABEI),1454/QĐ-BTTTT,invalid,https://giayphep.abei.gov.vn/
genz.vgplay.vn,CÔNG TY CỔ PHẦN VGP,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2023-03-27,Giấy phép (ABEI),456/QĐ-BTTTT,invalid,https://giayphep.abei.gov.vn/
genzzz.xyz,CÔNG TY TNHH TRUYỀN THÔNG GENZ ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2026-02-12,Giấy phép (ABEI),83/QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
getup.vn,CÔNG TY CỔ PHẦN ỨNG DỤNG VÀ TRUYỀN THÔNG  X7PLUS,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2019-12-10,Giấy phép (ABEI),534/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
gf2.thsgame.com.vn,CÔNG TY CỔ PHẦN THS GAME,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2026-05-06,Giấy phép (ABEI),236 /QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
ggames.vn,CÔNG TY TNHH TRỰC TUYÊN THIÊN HÀ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2022-11-08,Giấy phép (ABEI),2052/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
gglive.vn,Công ty cổ phần BOX Việt Nam,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
ggo.vn,CÔNG TY CỔ PHẦN GGO ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2026-01-23,Giấy phép (ABEI),28/QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
gheantv.fanpage,Đài Phát thanh và Truyền hình tỉnh Nghệ An,MXH - Đài Phát thanh Truyền hình,,Giấy phép (TVPL PDF),,valid,
ghienbongda.vn,Công ty Cổ phần Giải trí Stardaily Entertainment,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
ghiep.vn,Tạp chí Diễn đàn doanh nghiệp,"Website - Báo, tạp chí điện tử",,Giấy phép (TVPL PDF),,valid,
ghmgames.vn,Công ty TNHH Công nghệ GHM ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2026-06-23,Giấy phép (ABEI),367/QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
ghnt.vn,CÔNG TY CỔ PHẦN VTC DỊCH VỤ DI ĐỘNG - ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2026-02-13,Giấy phép (ABEI),93/QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
ghost.vtczone.vn,CÔNG TY CỔ PHẦN VTC DỊCH VỤ DI ĐỘNG,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2025-12-12,Giấy phép (ABEI),552/QĐ-PTTH&TTĐT,valid,https://giayphep.abei.gov.vn/
ghoststory.vnggames.com,CÔNG TY CỔ PHẦN VNG,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2025-04-17,Giấy phép (ABEI),125/QĐ-PTTH&TTĐT,invalid,https://giayphep.abei.gov.vn/
ghtt.ygame.vn,CÔNG TY CỔ PHẦN GIẢI TRÍ YGAME,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2020-11-04,Giấy phép (ABEI),1875/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
giacavattu.com.vn,Trung tâm Thông tin Công nghiệp và Thương mại,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
www.giahanghoa.com.vn,TRUNG TÂM THÔNG TIN CÔNG NGHIỆP VÀ THƯƠNG MẠI,GIẤY PHÉP THIẾT LẬP TRANG THÔNG TIN ĐIỆN TỬ TỔNG HỢP,2015-07-09,Giấy phép (ABEI),93/GP-TTĐT,valid,https://giayphep.abei.gov.vn/
giacngo.vn,BÁO GIÁC NGỘ,GIẤY PHÉP THIẾT LẬP TRANG THÔNG TIN ĐIỆN TỬ TỔNG HỢP,2013-04-26,Giấy phép (ABEI),56/GP-TTĐT,invalid,https://giayphep.abei.gov.vn/
giadinh.suckhoedoisong.vn,Báo Sức khoẻ và Đời sống,"Website - Báo, tạp chí điện tử",,Giấy phép (TVPL PDF),,valid,
giadinhonline.vn,Tạp chí Gia đình Việt Nam,"Website - Báo, tạp chí điện tử",,Giấy phép (TVPL PDF),,valid,
giadinhphapluat.net.vn,Công ty Cổ phần Truyền thông HT,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giadinhsuckhoe.vn,Công ty TNHH Truyền thông và Quảng cáo 3T (Đổi thành : Công ty TNHH Đời sống Việt Nam),Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giadinhtre.vn,Công ty TNHH Quảng cáo và Dịch vụ Xuất bản,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
giadinhviet.org.vn,Công ty cổ phần giải pháp truyền thông Kết nối trẻ,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giahanghoa.com.vn,Trung tâm Thông tin Công nghiệp và Thương mại,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaido.vn,CÔNG TY CỔ PHẦN ELCOMPLUS,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2020-04-15,Giấy phép (ABEI),546/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
giaimasinhton.hgame.vn,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ SỐ HỒNG HÀ,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2021-06-23,Giấy phép (ABEI),894/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
giaitri.thoibaovhnt.com.vn,Báo Thời báo Văn học nghệ thuật,"Website - Báo, tạp chí điện tử",,Giấy phép (TVPL PDF),,valid,
giaitri24.net.vn,Công ty TNHH Giải trí và Truyền thông Online Việt Nam,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitri24.vn,Công ty cổ phần Phần mềm và Truyền thông SIXCOM Việt Nam,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
giaitri247.com.vn,Công ty Cổ phần Quảng cáo Hà Thái,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitri24h.com.vn,Công ty Cổ phần dịch vụ truyền thông Vietnamnet Icom,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitri357.vn,CÔNG TY CỔ PHẦN GIẢI TRÍ 357,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2024-11-19,Giấy phép (ABEI),2006/QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
giaitribonmua.vn,Công ty TNHH Bốn mùa Media Hà Nội,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitribox.vn,Công ty Cổ phần hạ tầng mạng HD,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitrihd.vn,CÔNG TY CỔ PHẦN NGHỆ THUẬT GIẢI TRÍ HOA DƯƠNG,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2021-01-22,Giấy phép (ABEI),52/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
giaitrimobile.com.vn,Công ty TNHH Dịch vụ Viễn thông TMS,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitrimobile.vn,Công ty TNHH Đầu tư phát triển công nghệ An Phát,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitriplus.vn,"CÔNG TY CỔ PHẦN TRUYỀN THÔNG, QUẢNG CÁO ĐA PHƯƠNG TIỆN",GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2019-11-02,Giấy phép (ABEI),527/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
giaitrith.vn,Công ty Cổ phần Giải pháp Công nghệ Hưng Hà,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitrith.com.vn,Công ty Cổ phần Giải pháp Công nghệ Hưng Hà,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitrivanhoa.vn,Công ty TNHH Truyền thông & Giải trí Goldstar,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitrivn.vn,Công ty TNHH Dịch vụ Viễn Thông Hy Vọng Mới,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
giaitrivui.vn,Công ty Cổ phần Thông tin và Truyền thông PCQ Việt Nam,Website - Trang TTĐT tổng hợp,,Giấy phép (TVPL PDF),,valid,
gialaitv.vn,ĐÀI PHÁT THANH - TRUYỀN HÌNH GIA LAI,GIẤY PHÉP THIẾT LẬP TRANG THÔNG TIN ĐIỆN TỬ TỔNG HỢP,2022-07-28,Giấy phép (ABEI),99/GP-TTĐT,valid,https://giayphep.abei.gov.vn/
giammomau.net.vn,CÔNG TY TNHH THƯƠNG MẠI VÀ TRUYỀN THÔNG PHƯƠNG NAM,GIẤY PHÉP CUNG CẤP DỊCH VỤ MẠNG XÃ HỘI,2019-10-03,Giấy phép (ABEI),421/GP-BTTTT,valid,https://giayphep.abei.gov.vn/
giamua.vn,Cty CP DV TT Ánh Dương,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
giamua.com,Cty CP DV TT Ánh Dương,Website - Trang mạng xã hội,,Giấy phép (TVPL PDF),,valid,
giangho.gamota.com,CÔNG TY CỔ PHẦN GAMOTA,QUYẾT ĐỊNH PHÁT HÀNH TRÒ CHƠI ĐIỆN TỬ G1 TRÊN MẠNG,2019-07-16,Giấy phép (ABEI),1080 /QĐ-BTTTT,valid,https://giayphep.abei.gov.vn/
